seqs,seq1,seq2,seq3,seq4,seq5,seq6,seq7,seq8,seq9,seq10,seq11,seq12,seq13,seq14,seq15,seq16,seq17,seq18,seq19,seq20,seq21,seq22,seq23,seq24,seq25,seq26,seq27,seq28,seq29,seq30,seq31,seq32,seq33,seq34,seq35,seq36,seq37,seq38,seq39,seq40,seq41,seq42,seq43,seq44,seq45,seq46,seq47,seq48,seq49,seq50,seq51,seq52,seq53,seq54,seq55,seq56,seq57,seq58,seq59,seq60,seq61,seq62,seq63,seq64,seq65,seq66,seq67,seq68,seq69,seq70,seq71,seq72,seq73,seq74,seq75,seq76,seq77,seq78,seq79,seq80,seq81,seq82,seq83,seq84,seq85,seq86,seq87,seq88,seq89,seq90,seq91,seq92,seq93,seq94,seq95,seq96,seq97,seq98,seq99,seq100,seq101,seq102,seq103,seq104,seq105,seq106,seq107,seq108,seq109,seq110,seq111,seq112,seq113,seq114,seq115,seq116,seq117,seq118,seq119,seq120,seq121,seq122,seq123,seq124,seq125,seq126,seq127,seq128,seq129,seq130,seq131,seq132,seq133,seq134,seq135,seq136,seq137,seq138,seq139,seq140,seq141,seq142,seq143,seq144,seq145,seq146,seq147,seq148,seq149,seq150,seq151,seq152,seq153,seq154,seq155,seq156,seq157,seq158,seq159,seq160,seq161,seq162,seq163,seq164,seq165,seq166,seq167,seq168,seq169,seq170,seq171,seq172,seq173,seq174,seq175,seq176,seq177,seq178,seq179,seq180,seq181,seq182,seq183,seq184,seq185,seq186,seq187,seq188,seq189,seq190,seq191,seq192,seq193,seq194,seq195,seq196,seq197,seq198,seq199,seq200,seq201,seq202,seq203,seq204,seq205,seq206,seq207,seq208,seq209,seq210,seq211,seq212,seq213,seq214,seq215,seq216,seq217,seq218,seq219,seq220,seq221,seq222,seq223,seq224,seq225,seq226,seq227,seq228,seq229,seq230,seq231,seq232,seq233,seq234,seq235,seq236,seq237,seq238,seq239,seq240,seq241,seq242,seq243,seq244,seq245,seq246,seq247,seq248,seq249,seq250,seq251,seq252,seq253,seq254,seq255,seq256,seq257,seq258,seq259,seq260,seq261,seq262,seq263,seq264,seq265,seq266,seq267,seq268,seq269,seq270,seq271,seq272,seq273,seq274,seq275,seq276,seq277,seq278,seq279,seq280,seq281,seq282,seq283,seq284,seq285,seq286,seq287,seq288,seq289,seq290,seq291,seq292,seq293,seq294,seq295,seq296,seq297,seq298,seq299,seq300,seq301,seq302,seq303,seq304,seq305,seq306,seq307,seq308,seq309,seq310,seq311,seq312,seq313,seq314,seq315,seq316,seq317,seq318,seq319,seq320,seq321,seq322,seq323,seq324,seq325,seq326,seq327,seq328,seq329,seq330,seq331,seq332,seq333,seq334,seq335,seq336,seq337,seq338,seq339,seq340,seq341,seq342,seq343,seq344,seq345,seq346,seq347,seq348,seq349,seq350,seq351,seq352,seq353,seq354,seq355,seq356,seq357,seq358,seq359,seq360,seq361,seq362,seq363,seq364,seq365,seq366,seq367,seq368,seq369,seq370,seq371,seq372,seq373,seq374,seq375,seq376,seq377,seq378,seq379,seq380,seq381,seq382,seq383,seq384,seq385,seq386,seq387,seq388,seq389,seq390,seq391,seq392,seq393,seq394,seq395,seq396,seq397,seq398,seq399,seq400,seq401,seq402,seq403,seq404,seq405,seq406,seq407,seq408,seq409,seq410,seq411,seq412,seq413,seq414,seq415,seq416,seq417,seq418,seq419,seq420,seq421,seq422,seq423,seq424,seq425,seq426,seq427,seq428,seq429,seq430,seq431,seq432,seq433,seq434,seq435,seq436,seq437,seq438,seq439,seq440,seq441,seq442,seq443,seq444,seq445,seq446,seq447,seq448,seq449,seq450,seq451,seq452,seq453,seq454,seq455,seq456,seq457,seq458,seq459,seq460,seq461,seq462,seq463,seq464,seq465,seq466,seq467,seq468,seq469,seq470,seq471,seq472,seq473,seq474,seq475,seq476,seq477,seq478,seq479,seq480,seq481,seq482,seq483,seq484,seq485,seq486,seq487,seq488,seq489,seq490,seq491,seq492,seq493,seq494,seq495,seq496,seq497,seq498,seq499,seq500,seq501,seq502,seq503,seq504,seq505,seq506,seq507,seq508,seq509,seq510,seq511,seq512,seq513,seq514,seq515,seq516,seq517,seq518,seq519,seq520,seq521,seq522,seq523,seq524,seq525,seq526,seq527,seq528,seq529,seq530,seq531,seq532,seq533,seq534,seq535,seq536,seq537,seq538,seq539,seq540,seq541,seq542,seq543,seq544,seq545,seq546,seq547,seq548,seq549,seq550,seq551,seq552,seq553,seq554,seq555,seq556,seq557,seq558,seq559,seq560,seq561,seq562,seq563,seq564,seq565,seq566,seq567,seq568,seq569,seq570,seq571,seq572,seq573,seq574,seq575,seq576,seq577,seq578,seq579,seq580,seq581,seq582,seq583,seq584,seq585,seq586,seq587,seq588,seq589,seq590,seq591,seq592,seq593,seq594,seq595,seq596,seq597,seq598,seq599,seq600,seq601,seq602,seq603,seq604,seq605,seq606,seq607,seq608,seq609,seq610,seq611,seq612,seq613,seq614,seq615,seq616,seq617,seq618,seq619,seq620,seq621,seq622,seq623,seq624,seq625,seq626,seq627,seq628,seq629,seq630,seq631,seq632,seq633,seq634,seq635,seq636,seq637,seq638,seq639,seq640,seq641,seq642,seq643,seq644,seq645,seq646,seq647,seq648,seq649,seq650,seq651,seq652,seq653,seq654,seq655,seq656,seq657,seq658,seq659,seq660,seq661,seq662,seq663,seq664,seq665,seq666,seq667,seq668,seq669,seq670,seq671,seq672,seq673,seq674,seq675,seq676,seq677,seq678,seq679,seq680,seq681,seq682,seq683,seq684,seq685,seq686,seq687,seq688,seq689,seq690,seq691,seq692,seq693,seq694,seq695,seq696,seq697,seq698,seq699,seq700,seq701,seq702,seq703,seq704,seq705,seq706,seq707,seq708,seq709,seq710,seq711,seq712,seq713,seq714,seq715,seq716,seq717,seq718,seq719,seq720,seq721,seq722,seq723,seq724,seq725,seq726,seq727,seq728,seq729,seq730,seq731,seq732,seq733,seq734,seq735,seq736,seq737,seq738,seq739,seq740,seq741,seq742,seq743,seq744,seq745,seq746,seq747,seq748,seq749,seq750,seq751,seq752,seq753,seq754,seq755,seq756
Pre.TCD.1,16184,23099,13923,18073,0,0,7329,2167,3530,1301,2224,1396,0,2641,1748,0,2649,87,0,816,0,0,6768,115,286,726,97,175,1284,0,0,125,0,0,0,0,2725,0,742,149,269,43,600,0,0,0,0,0,0,363,341,720,0,24,576,0,24,0,128,380,0,0,0,0,280,552,0,0,154,0,424,0,0,0,0,0,133,52,0,0,0,0,0,12,0,0,409,58,91,0,42,29,180,0,112,0,22,49,111,0,0,15,0,62,0,0,0,48,150,0,47,266,0,121,0,19,0,0,224,231,138,0,133,24,0,387,0,0,298,0,18,77,0,0,58,46,0,0,68,0,24,206,0,0,0,81,21,35,410,141,0,88,0,0,60,28,0,83,56,406,130,0,0,98,0,133,21,28,40,85,0,100,58,92,0,91,112,0,110,18,82,18,0,20,123,22,177,0,0,0,0,0,0,33,0,0,33,17,81,0,28,73,0,0,0,33,0,0,114,0,35,0,47,0,0,0,0,0,27,75,0,163,36,28,0,0,36,0,0,58,20,90,0,17,29,26,0,95,0,0,43,53,0,98,70,0,251,0,24,17,22,0,50,0,0,0,71,71,0,0,0,11,30,16,53,0,0,0,0,0,0,0,35,0,0,33,0,121,0,0,244,0,0,287,0,49,96,0,0,66,0,0,0,24,21,62,27,40,25,17,17,0,0,0,111,32,0,0,0,0,0,21,43,11,0,38,0,0,0,0,39,0,0,0,0,97,0,16,0,136,0,0,12,0,38,0,0,0,0,0,0,22,0,45,0,29,19,11,70,0,0,0,0,69,0,0,0,0,0,0,0,0,65,0,29,0,0,0,0,25,13,21,69,0,0,15,55,0,0,0,23,0,0,0,0,0,0,0,56,0,0,55,0,0,0,0,0,0,46,20,0,0,0,0,0,0,0,0,62,0,19,15,0,0,0,27,0,0,20,0,0,0,0,11,0,0,0,0,0,0,0,0,62,0,0,0,0,38,0,0,0,0,0,0,0,0,16,0,0,0,0,35,0,0,0,16,0,63,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,13,0,12,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,16,36,0,0,0,0,0,35,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,15,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pre.TCD.2,8823,3251,3369,3182,0,0,979,2519,840,1076,1386,1248,0,1718,462,0,360,159,0,981,0,0,259,0,609,471,602,171,175,0,0,18,0,0,0,0,283,0,747,383,368,176,152,0,0,0,0,0,0,292,661,526,0,125,130,0,0,0,137,87,0,0,0,0,279,0,0,0,508,0,231,0,0,0,0,0,103,116,0,0,0,0,0,18,0,0,211,14,0,0,0,89,84,0,205,0,50,64,114,22,0,60,15,92,0,0,0,116,108,0,63,54,0,94,64,50,0,180,102,378,49,0,58,48,0,43,0,0,50,0,162,152,0,0,49,61,0,38,69,0,27,158,65,14,0,29,79,55,19,23,234,33,0,0,43,0,0,19,52,142,42,36,0,27,30,14,57,13,32,100,84,90,62,101,0,82,96,0,172,44,98,54,122,0,62,38,0,0,47,0,0,0,0,102,0,0,0,19,19,0,20,39,0,29,0,20,22,21,14,0,12,0,26,0,0,0,0,0,0,27,0,27,27,27,0,0,32,92,0,19,21,49,15,23,31,0,29,0,34,0,46,43,0,0,0,0,53,50,0,21,0,0,64,0,0,34,41,14,0,0,0,0,0,0,0,34,0,0,11,0,0,59,18,0,0,0,0,0,0,0,17,0,58,0,0,66,0,0,0,27,12,0,0,0,46,18,0,0,15,120,36,0,37,0,106,0,0,0,0,44,0,44,0,26,0,12,13,0,0,31,0,27,30,0,0,0,0,27,0,28,100,0,0,0,20,0,0,0,56,0,0,0,0,39,44,37,21,13,0,0,0,0,0,59,0,0,0,17,15,0,0,0,42,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,11,11,0,0,0,0,96,0,0,0,0,0,0,13,0,0,21,0,0,0,0,0,0,0,0,0,0,0,14,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,14,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,11,0
Pre.TCD.3,9775,9503,9008,3023,6364,5721,3062,662,2377,105,582,572,0,1241,1163,0,1185,0,0,412,0,0,0,146,134,113,191,0,929,0,0,850,0,0,0,0,425,0,313,39,147,115,511,0,0,0,0,0,0,82,0,395,16,50,263,0,67,0,96,385,0,0,0,0,204,160,0,0,50,0,146,0,0,0,0,0,59,102,0,138,0,0,0,0,183,0,108,38,61,0,45,45,204,0,44,0,87,60,98,0,183,0,34,63,0,0,0,20,60,0,76,101,0,113,145,82,0,54,73,0,26,0,0,33,0,161,0,0,120,29,107,38,0,0,43,52,0,0,48,0,25,68,0,133,0,115,35,127,203,118,0,64,0,43,43,123,0,0,38,0,33,115,0,11,0,86,33,13,29,38,0,67,23,26,17,27,38,0,46,26,0,14,15,74,0,13,110,0,34,0,0,0,56,49,21,0,0,0,38,0,65,47,17,0,0,47,0,11,97,0,26,0,16,0,0,0,0,71,13,23,20,58,24,48,0,0,25,0,0,27,14,21,0,15,28,23,21,28,25,0,0,0,0,17,154,0,0,23,27,0,0,0,16,0,0,0,24,0,22,0,17,65,32,0,0,0,0,0,21,0,0,17,35,0,0,35,0,0,0,0,0,0,12,0,0,0,0,0,0,14,20,38,0,19,0,28,0,35,0,0,0,0,0,0,0,0,0,0,13,38,0,16,0,16,30,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,15,0,12,0,0,0,0,0,0,0,0,0,0,0,11,0,17,0,17,0,0,0,0,0,0,0,0,96,12,0,14,0,0,0,0,0,0,0,13,0,0,0,0,0,24,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,26,0,0,0,0,0,0,0,12,0,15,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,13,0,0,0,0,14,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,16,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pre.TCD.4,8837,5035,2298,4656,6051,5801,2564,2087,579,5941,497,264,0,552,296,0,949,405,0,368,0,0,183,69,271,0,269,0,591,0,0,0,0,0,0,0,133,0,50,89,278,1054,73,0,0,0,0,0,0,342,32,200,0,315,146,0,87,198,200,64,0,1175,0,0,19,0,1043,0,28,0,19,0,0,0,0,0,445,272,0,44,0,0,0,122,0,0,98,283,407,0,243,437,192,0,84,0,0,95,112,177,0,14,59,108,0,0,0,25,62,0,63,62,52,0,129,461,0,61,65,0,179,0,336,144,0,35,0,0,0,0,15,63,0,0,28,63,0,0,137,0,0,0,0,104,189,23,24,17,0,41,0,45,83,0,25,23,0,0,0,0,34,0,24,259,0,58,50,27,0,0,140,0,66,14,0,32,60,36,14,105,43,80,50,70,0,0,0,0,0,0,152,88,0,0,0,0,0,46,26,0,0,17,85,16,0,35,24,61,0,0,25,118,0,0,0,25,0,0,76,23,0,0,0,0,0,0,0,47,18,0,24,31,0,54,0,0,57,0,12,0,0,0,0,0,0,0,0,18,0,13,0,70,0,0,90,26,0,25,0,0,13,0,0,49,23,0,0,0,11,0,0,0,0,0,0,0,0,22,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,23,32,0,0,66,21,0,0,0,0,17,0,0,0,0,13,0,0,0,0,0,0,0,59,0,15,0,0,0,0,11,0,0,0,56,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,20,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,15,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pre.PBS.1,631,1751,1468,1871,2928,2805,922,426,393,2442,172,93,0,59,221,0,336,976,0,83,0,0,118,71,263,101,175,0,223,0,0,0,0,0,0,0,14,0,18,83,184,84,31,0,0,0,0,0,0,38,0,0,0,161,93,0,21,68,85,0,0,409,0,0,0,0,334,0,0,0,0,0,0,0,0,0,43,157,0,49,0,0,0,82,0,0,97,418,161,0,214,40,17,0,78,0,0,57,11,65,0,148,0,31,0,0,0,25,14,0,48,57,0,0,0,63,0,41,26,0,91,0,132,53,0,0,0,0,0,0,0,20,0,0,0,14,0,0,19,0,0,0,0,0,57,0,0,63,0,0,0,21,43,0,0,0,0,0,0,50,20,0,0,51,0,0,15,20,0,0,30,0,0,0,0,0,21,18,0,0,69,0,0,27,0,0,0,0,0,0,0,44,0,0,0,0,28,128,27,0,0,0,14,0,0,17,0,50,0,0,0,25,12,0,0,0,0,0,0,18,13,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,32,0,0,48,0,0,0,15,0,0,0,0,0,0,0,12,0,0,0,41,0,0,117,11,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pre.PBS.2,12208,4105,21080,13792,9557,9218,4832,1285,5624,1297,2131,1142,0,592,2941,0,1880,1846,0,1138,0,0,758,711,184,122,163,186,760,0,0,0,0,0,0,0,797,0,0,612,298,785,916,0,0,0,0,0,0,163,447,191,0,152,1064,0,378,821,60,0,0,0,0,0,109,38,0,0,85,0,295,0,0,0,0,0,354,151,0,288,0,0,0,493,0,0,202,411,330,0,638,317,593,0,66,0,23,54,95,463,0,0,191,73,108,0,0,173,257,0,26,159,166,0,244,256,0,43,91,0,153,0,279,85,0,74,0,0,93,0,245,79,0,0,49,92,0,0,75,0,12,0,45,370,269,28,14,149,115,240,0,79,73,69,63,0,0,0,45,0,94,0,540,125,0,184,69,47,50,0,76,38,113,0,0,95,87,88,66,0,37,80,77,256,0,57,0,0,97,0,0,38,0,29,0,0,106,156,66,14,44,59,86,0,0,39,37,33,51,0,24,331,17,0,0,55,0,37,35,26,0,0,21,29,0,0,0,47,50,24,0,31,46,72,28,55,0,56,45,0,0,44,0,0,0,0,0,17,0,0,0,0,121,0,0,12,22,0,0,0,11,0,34,0,33,27,0,86,41,0,0,0,0,0,0,60,27,0,0,0,0,0,13,0,0,0,0,182,0,23,0,0,0,0,21,16,0,63,13,38,0,0,0,104,0,25,41,32,31,0,152,0,25,11,0,0,0,33,0,0,24,0,0,0,0,0,0,22,0,0,0,0,24,0,0,0,0,0,0,0,0,31,100,0,0,66,21,11,0,0,31,0,0,0,68,0,0,0,22,0,24,0,0,63,0,51,0,0,0,0,20,0,15,71,0,0,0,0,0,0,0,0,0,17,0,0,0,0,22,0,0,0,0,0,0,0,76,0,30,0,0,0,15,0,77,0,0,0,0,0,14,14,0,11,98,0,0,0,14,0,15,93,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,13,0,0,24,0,12,0,0,0,0,0,33,0,31,0,17,0,0,0,0,0,0,0,0,0,0,0,19,0,59,59,0,12,0,0,0,17,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,16,0,11,16,13,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,21,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pre.PBS.3,22292,7079,7728,6834,0,0,2013,6401,2003,3001,408,384,0,1376,1060,0,725,409,0,853,0,0,1174,0,2701,517,2713,389,363,0,0,19,0,0,0,0,74,0,174,1264,1391,157,365,0,0,0,0,0,0,1002,420,459,0,470,305,0,21,0,396,27,0,0,0,0,360,0,0,0,132,0,0,0,0,0,0,0,89,442,0,0,0,0,0,71,0,0,298,49,48,0,20,65,39,0,814,0,37,194,127,19,0,42,0,315,11,0,0,401,19,0,178,141,0,335,0,76,0,735,202,760,156,0,158,80,0,0,0,0,40,0,71,118,0,0,11,47,0,84,107,0,53,243,32,0,0,13,284,67,13,41,945,71,0,0,0,0,0,80,30,83,79,20,0,0,107,34,132,70,0,27,197,96,30,11,0,26,23,0,122,118,314,11,153,0,118,28,79,0,37,0,0,121,0,136,0,0,55,79,57,0,57,0,0,0,0,0,79,78,26,0,24,0,32,0,0,22,0,0,56,97,0,0,18,12,0,0,21,12,0,0,84,28,29,24,0,0,48,42,0,0,16,94,0,0,0,0,157,0,0,53,0,118,0,0,0,59,116,74,0,0,24,0,0,11,0,0,0,33,27,0,0,135,0,0,0,0,0,0,38,0,0,0,20,0,0,56,0,0,0,0,0,0,0,0,62,0,13,0,38,30,15,0,98,0,0,0,0,47,0,0,0,45,0,0,0,11,24,0,0,51,28,19,0,0,0,0,0,65,0,46,68,0,0,0,64,0,12,0,0,0,0,0,0,0,17,18,0,17,0,0,0,0,0,30,0,0,0,39,0,0,14,0,13,0,24,0,0,0,27,19,14,0,27,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,43,0,0,0,0,0,11,0,0,21,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,11,11,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,22,11,0,0,0,0,0,0,0,0,0,0,12,47,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
